rating,username,content
5.0,던킨색,셰프님도 좋고 무엇보다 맛과 양을 잡은게 너무 마음에 들었습니다~~
4.8,Legoutlessens,다소 좁은 좌석 배열 빼곤 다 좋았던 저녁식사. 신선한 재료와 친절한 셰프님 덕에 즐겁게 웃으며 식사할 수 있었음.
4.7,다우니퍼퓸향기,시간이 좀 부족했던건지 살짝 쫒기듯 먹은게 있어서 좀 아쉬웠어요! 그래도 서비스와 맛은 만족해서 또 가려구요!
5.0,벨라0115,진짜 코우지 셰프님의 명성은 기대한거보다 더 감동이었어요! 진짜 너무 맛있구 주기적으로 방문할 예정입니다!
4.3,strawberryx3,"3번째 방문에 런치로는 이사 후 처음 방문입니다.
전반적으로 예전이랑 다르게 스시 전체적으로 간장 맛이 강해서, 끝맛에 간장맛만 남아서 좀 많이 아쉽게 느껴졌네요."
5.0,탠님,식사 끝나고나니 엄청 배불렀고 음식 하나하나 보는 재미 먹는 재미가 있었습니다. 또 코우지 쉐프님이 유머러스하셔서 정말 즐거운 시간이었습니다.
5.0,정희Fe,왜 비싼 돈을 주고 하이엔드(?) 스시야에 방문하는지 너무 잘 알게되었습니다!! 코우지 쉐프께선 방문일에 안계셨지만 빈자리긴 안 느껴질만큼 좋은 접객과 맛에 놀라고 갑니다!! :)
5.0,키키ㄹㄹ,"류쉐프님께 사육당하고 왔네요 너무 배부르고 맛있게 먹었어요
다음에 또 올게요~"
5.0,Eric1245,"2년만에 다시 방문한 스시코우지입니다.
생각보다 메뉴 구성이 많이 바뀌었구요, 그래서 더 재밌고, 맛있었습니다!

정용관 셰프님이 정말 잘해주셔서 진짜 좋았습니다."
5.0,식식식,다만 주말에는 앵콜 불가능하고 평일에는 되는게 이해불능
4.7,리치프로젝트,쉐프님에 센스있는 언변과 음식맛 덕에 재밌게 놀고 먹다왔습니다
5.0,김종웅,"정신 차려보니 2시간
최고의 식사였습니다.
감사합니다
꼭 다시올게요"
5.0,지니예약,"피스 하나하나 다 퀄리티있게 맛있었고, 서비스도 최고였습니다!"
5.0,기리야마,직원분들이 너무 친절하시고 고등어랑 참치중뱃살 너무 맛있었어요
5.0,뚜딩이,코우지 셰프님 입담에 더 맛있게 느껴지는 특별한 오마카세
5.0,번듯한호랑이,"명불허전
오늘도 '스시정용관' 이 '스시정용관' 했다."
5.0,이정기끼,생일까지 챙겨주시고 너무 맛잇고 좋은 하루였습니다.
5.0,mat_eats_woong,"오늘의 베스트 고등어 봉초밥!! 정말 맛있었어요~
아직도 생각나네요 ㅠ ㅠ

다음 방문이 기다려집니다 ㅎㅎ"
4.7,꼼꼼한 셀럽_78141,이전하고 새로 갔는데 예전이랑 똑같이 좋았어옹
5.0,외로운둘리,완벽한 서비스에 음식도 너무 맛있었습니다!!!
4.7,귤맛동,초입과 중반에 말도 안되게 염도가 높은음식이 나와서 굉장히 의문스러웠습니다. 이외에 다른 음식은 모두 퀄리티도 높고 신선했네요.
5.0,레몬샤베트,"친구가 사진을 너무 잘찍어서 코우지 셰프님 한 컷 ㅎㅎㅎ
너무 즐겁고 행복한 식사였습니다. 감사합니다 😊"
5.0,번듯한호랑이,"내 마음속 미슐랭 3스타
'스시정용관'"
5.0,빛나는 식객_31819,비싼만큼 맛있고 쉐프님도 친절하십니다
5.0,즐거운 맛사냥꾼_50689,맛있고 코우지쉐프님 넘 재밌어용ㅎㅎ
5.0,하잡잡바,정용관 부장님 항상 감사드립니다^^
5.0,깜찍한 셀럽_96098,"원물도 좋아졌고 요리도 좋아졌고, 전반적으로 좋습니다.
언제 누구를 데려가도 무난하게 좋은 식사를 할 수 있는 업장이라고 생각합니다.
접객은 최상이라고 생각하고요.
매니아분들 중에는 하이엔드급 가격대에 무난한 네타 종류라고 아쉬워하는 분들도 계시지만, 그만큼 정석적인 네타들을 좋은 퀄리티로 맛볼 수 있는 점이 큰 장점입니다.
니싱을 두툼하고 크게 쥐어주신것처럼 재미있는 요소도 중간중간 있구요.
맛있게 식사했습니다."
5.0,초.밥.조.아,양 엄청 주시니 각오하고 가세요!
4.5,멜론,코우지 셰프님 앞으로 카운터 오마카세 였습니다. 입담도 좋으시고 식사도 맛있게 했습니다.
5.0,쌍전,다시 가고 싶어지는 퀄리티
5.0,건강한 개척가_56049,훌륭한 접객과 훌륭한 맛
5.0,미녀천재님,아이스크림 넘 맛있어요!
5.0,ramdol2,늘 맛있게 먹고 있습니다. 요즘 예약이 힘들어저 고생했는데 그래도 그 예약전쟁을 하는 것이 의미있는 방문
5.0,스시는내거야,세심하게 먹을 거 다 챙겨주시고 음식도 푸짐하게 내어주시는데 정말 만족스러웠습니다!!
5.0,Chwa,"너무 맛있게 잘먹었습니다
하나하나 설명도 잘해주시고
개인적으로 금태구이랑 전갱이가 최고 였습니다!"
5.0,번듯한호랑이,잘 먹었습니다~~
5.0,김상ㅂ,존맛탱 또갈거에요
5.0,솔직한 식객_90651,다양한 스시를 유쾌한 코우지상 쉐프와 함께 보낼 수 있어서 좋았습니다 :)
5.0,호기심 많은 셀럽_41017,부모님 모시고 갔는데 너무나 만족하셨습니다. 강남 오마카세중 최고였습니다! 감사히 잘먹었습니닺
5.0,마음만공격수,코우지상! 잘 먹었습니다. 맛뿐만 아니라 개그까지 더해주시니 완벽한 식사였습니다. 감사합니다.
5.0,오룡룡,짱맛… :)
5.0,로와 진주,너무 맛있어요
5.0,열쾌남,유쾌한 코우지 셰프님 덕에 너무 맛있게 웃고 갑니당 :)
5.0,하니윤,극강의 초밥
5.0,실론티밀크티,마싯졍
4.8,송열무,"최고 라는 표현이 어울립니다
쉐프님의 센스와 스시의 맛과 정말 좋은 시간을 보냈습니다"
4.7,Donghyun David Lee,맛있어요
5.0,뜌우비,최고!
5.0,qyuoo,여지껏 먹은 청어는 제대로 된 청어가 아니었다는걸 깨달은 하루.
5.0,ㅋㅏ루온,"너무맛있었고 특별한날 특별한사람과 함께 가면
좋을것같습니다"
3.0,문제덩어리,"맛이 있었었습니다.
30분 늦게온 취객을 응대하느라
내 스시가 늦게 나오기 시작하기 전까진..

멍때리는 시간은 길어지고
배 속은 뿔기 시작하고
분위기는 포차가 되어가고
입맛은 떨어지고
만듬새는 급해진 손만큼 떨어지고

전체적으론 미들급 느낌
먹는동안 다른가게가 그리워 진 경험"
5.0,도도한 마스터_19206,입에서 사르르 녹아요 너무 맛있어요 냠냠!!
5.0,윤또링,"첫 번째로 분위기에 감탄, 세팅해주실 때 왼손잡이 체크하시고 배려해주신 점, 고객들 하나하나 귀기울이시며 센스있게 챙겨주시는 점이 정말 인상깊었습니다.

고객들에게 가장 중요한 신선도나 맛은 말하지 않아도 될 것 같습니다. 적극 추천합니다!

라고 남자친구가 적었어요!

1800일 기념으로 간 스시 코우지에서 정말 행복한 시간 보내고 가요🫧 최고입니당 셰프님❣️"
5.0,모니며니,"재밌고 유쾌하게 잘먹었습니다
정말최고예요"
5.0,dhkim9004,진짜 인생 최고 오마카세 이었습니다!
4.5,넌내맘죠또몰랑,"유쾌한 접대
런치임에도 배부른양
괜찮은 맛"
5.0,윤지도리,재밌게 먹었습니당
5.0,냐미야밍1,맛도 서비스도 훌륭했습니다.
5.0,말하는감자감자,"최고... 샤리의 중요성을 다시 한번 깨달았습니다 ㅠㅠ
구성도 다채로웠고 코우지 셰프님 너무 유쾌하셔서
행복했습니다 ㅎㅎ 정말... 너무 맛있었어요 최고!!!
이전 후 또 방문하겠습니다 ㅎㅎ"
3.7,비범한 식객_35319,"샤리 온도랑 간이 매번 바뀌는 신기한 경험
네타가 가격대비 아쉬움
코우지 쉐프를 만나고 싶다면 추천"
4.8,여유로운 셀럽_71607,우선 지금까지 먹은 초밥은 초밥이 아니다! 느낄 정도로 정말 퀄리티가 좋았어요. 사실 생선을 다양하게 먹는 편이 아니라서 못먹는 생선이나 비린게 나오면 어떡하나 고민하다 간건데 처음보는 생선들도 정말 맛있게 즐겼습니다. 식사 내내 입담으로 즐겁게 해주셔서 부담없이 먹었고 마지막에 생일이라고 케익까지 주셔서 감동이었습니다. 다만 입맛 까다로운 남편 입맛에는 밥이 너무 신 편이라고 해서 별 반개만 빼요...!
5.0,Onlyu1,"이 가격에 이정도 퀄리티와 배부름이라니.
스시는 역시 밥이 맛있어야..
이전하면서 새로 시도하는부분에서는 개인적으로는 그냥 그랬지만
먹고나면 너무 만족스럽
또 방문하겠습니다."
5.0,조용한 식도락가_28014,코우지 쉐프님 비롯 스탭들 모두 친절하고 손님 대하는 매너도 좋으세요. 최고급 신선한 재료로 신경써서 잘 만들어 내주시고 모든 손님들이 배부르게 먹도록 잘 챙겨 주십니다.
5.0,강직한 맛사냥꾼_85973,"코우지셰프가 칼을 갈았다. 기존의 방식에세 시도하기 어려웠던 것들을 이전과 가격인상을 기점으로 많이 시도하는데, 대체로 훌륭한 편이다."
5.0,총장,"당일 아침에 급작스럽게 무리한 부탁을 드렸는데,
요청대로 준비해주셔서 정말 감사합니다.
덕분에 즐거운 가족 식사 할 수 있었습니다"
5.0,유지송,"해산물을좋아하시지않는 부모님도 너무 맛있게 잘먹었다고하신곳 입니다.
정용관셰프님 초밥쥐시는 솜씨는 여전히 너무 좋으시다는...😀"
5.0,개구진 개척가_73408,너무너무 만족스럽고 너무 맛잇엇습니다 타사들도 가봣지만 많이 다르네요 그리고 결혼기념일이라 케이크도 챙겨주시고 여러모로 너무 만족햇습니다
5.0,클로이제이든써니,"코우지쉐프 입담에 화기애애하게 즐거운 점심을 즐겼습니다
다시 딸데리고 방문하겠습니다 .최고👍🏻"
5.0,쿤제,"코우지 셰프님 유쾌하시고 편안하고 기억에남는 특별한 식사자리였습니다. 기념일마다 방문하고 싶습니다.
최고였어요."
5.0,여종욱,코우지 쉐프 뿐만 아니라 같이 계시는 모든 쉐프들이 훌륭한 솜씨를 갖고 계시는듯.
5.0,쑤우우우우woo,정말 즐거운 식사였습니다! 다음에 또 갈게요~ :)
5.0,하태우1,비린 음식을 잘 먹지 못하는 편인데 스시코우지는 하나도 비리지 않고 너무 맛있었습이다
5.0,비범한 미식가_15457,코우지님 접객 받았습니다. 받는 내내 유쾌하고 재밌었어요. 특히 청어가 맛있었던 기억이 있네요
2.7,조규상 kyu,"나에게 상을 주고 싶을 때, 위로가 필요할때 등 특별한 날에 오마카세를 찾은지 20년 가까이 되었다. 아주 많은 곳을 방문했다거나, 궁극의 미각을 갖고 있지는 않지만 쉐프의 정성으로 가득한 한점 한점의 음식을 맛보면서 감사해할 줄 아는 사람이라고 생각한다.
코우지는 최근 가장 강남에서 핫하다고, 지인의 추천으로 방문한 곳인데 추천과는 다르게 청담동의 다른 집과 함께 '이 돈을 주고 먹는게 아깝다'는 생각이 든 곳이었다.
생선이 비리다든가 손질이 별로라든가 하는 문제는 전혀 아니었다. 그저 사람들이 좋아할만한 것들로 채워서 이 집만의, 쉐프만의 개성이 느껴지지 않는다랄까, 박력이라고는 느낄 수 없는 집이었다. 특히나 음식이 나오는 순서에서 '그래서 네가 말하고픈게 뭔데?'라고 되묻게 되더라. 굳이 이 돈을 내고 이 집에 다시 올 이유가 있나 싶었다."
5.0,착한 개척가_84416,넘 맛있어요~~ 대박 넘버원
5.0,똘삼,"스시코우지 너무 맛있었습니다.
코우지 쉐프님 접객도 너무 재밌었어요"
5.0,귤이오빠,"매년 기념일마다 방문하고 있습니다
항상 편안한 분위기로 접객해주셔서 감사합니다"
2.7,라이언23,"사실 재방문인데 실망 했습니다.
대표님 생일파티로 갔는데 기대에 너무 못미치네요.
메인쉐프님인 코우지 쉐프님과 차이가 많이 나네요.
일행이 조금 늦졌는데 다른팀 먼저 식사하는 분꺼를 받는데
하나 건너뛰고, 처음 오신분 있어 일부러 질문했는데 설명 부족하고
무엇보다 속도가 너무 느리네요
다른팀 커플 둘과 저희 4명이였는데 저희 신경을 거의 안쓰더군요
추천한 제가 민망했습니다.
코우지쉐프님 외에는 예약 안할듯 합니다 ㅡㅡ"
5.0,딸기초코,"진짜 스시코우지 말해뭐할까요..
모든 스시가 감동이었습니다 ㅠㅠ"
5.0,breadnbutter,너무 맛있고 셰프님도 친절하십니다 ~ 단새우를 못먹어서 좀아쉽긴하네요..
5.0,마썽,휴가마지막날 맛있게 잘 먹었습니다
5.0,똑똑한 개척가_56454,항상 잘 먹고 갑니다! 맛도 접객도 가장 좋은 곳 중 한곳!
5.0,PVnRT,코우지 셰프님의 입딤 때문에 생각나는 식당
5.0,기무우스,말로 표현할 수 없이 행복했습니다......♥
5.0,Simon Seongsoo冬木 Kim,마시쩡! 마시쩡! 마니마니 마시쩡! 마시쩡!
5.0,FR2DY,숙성을 어떻게 시키길래 광어가 이렇게 안질기고 맛있게 넘어가지 싶음.. 진짜 뭐 말이 필요없네..
5.0,루리77,맛도 접객도 훌륭 하심…💕
5.0,커츠,만만족스러운 식사였습니다! :)
2.7,여유로운 식객_34487,"너무 기대했었나봐요 ㅋㅋ
회 엄청 좋아하는데, 스시가 생각보다 그냥 그랬어용
입에서 엄청 녹는 맛있을줄 알았는데 .. 전혀 … 오히려 스시는 기억 안날꺼 같아요 . 따로 앵콜도 없었습니다.
오히려 생선찜 임연수하고 옥돔튀긴것? 그게 제일 맛있었던거 같아요.재방문은 안할꺼 같아요 ~"
5.0,갼갸,"정용관부장님
명불허전"
5.0,경쾌한 개척가_1194,굿
5.0,비범한 식도락가_35908,말해뭐해 최고!
5.0,ajkei,"오늘도 잘 먹었습니다.

정용관 부장님 감사합니다."
5.0,라바완,좋았어요~~
5.0,오마카세대백과,굿
4.7,남다른 셀럽_46708,맛있어요
5.0,ajkei,"편안한 접객, 최고의 전어
강추드립니다
늘 감사합니다!!"
5.0,신나는 셀럽_78104,완벽
4.3,돼지고기좋아함,"메뉴가 전에 비해 부실해진 느낌 입니다
재방문은 하지 않을것 같습니다"
3.2,drkim2,"간이 균일하지 않고 너무 짜거나 너무 싱겁거나 하고 대부분 좋았지만 몇가지는 맛을 끌어 올리지 못한채로 나온 경우도 있었음
기름진 생선의 경우에도 초생강 이외에는 잡아 줄만한게 없어서 아쉬웠다."
4.5,예리한 식객_24104,한 입의 처음부터 끝맛까지 모두 신경 쓴 오마카세
4.3,rddance,전반적으로 부족함 없는 맛과 식사였습니다. 굿
5.0,모니며니,최고최고
3.0,food hunter,최고중의 하나라 생각했는데 이번엔 그런느낌을 전혀 느낄수없었습니다.그냥 무난한 .. 하지만 가격은 아닌..
5.0,꼼꼼한 미식가_29588,지금까지 다녀본 오마카세는 잊어라! 새로운 신비로운 세계로 안내하는 코우지 쉐프님과 함께한 모든 시간은 유쾌했고 즐거웠고 행복했습니다~~~!!!! 첫 예약에 성공해서 이렇게 기분 좋은 날 행복하게 생일 저녁을 마무리 할 수 있어서 영광이었습니다 :) 생일 주간을 더 기쁘게 함께 해주셔서 정망 감사드리고 이제 여기만 올거에요 ㅠㅠㅠㅠ 곧 또 뵈요!!!!!!!
4.5,5대한,나쁘지 않았습니다.
5.0,뿌빠,세프님도 친절하시고 너무 맛있었어요 :D
4.0,기분좋은 마스터_20959,맛은 정말 특별할거 없는 무난한 오마카세집이라고 생각. 유투브덕에 떡상한 가성비 떨어지는 집.
5.0,민트젤리,"음식은 두말 할 것도 없이 신선한 재료로 너무 맛있었어요.
항상 고객 앞에 음식을 내기 전에 셰프님께서 먼저 맛을 보시더라구요.
내 음식에 대한 자부심이 느껴졌어요!
말씀도 정말 재미있게 해주시고, 고객 한 분 한 분 다 신경 써주시는 모습이 인상적이었어요^^"
3.8,Jason Cho,"지금보다 이전 하시기 전이 좋았던 것 같아요
어수선한 분위기가 있어요"
3.7,도도한 셀럽_4371,기분좋게 잘먹고 왔습니다
5.0,푸루잉,"류락현 쉐프님 디너로 먹었습니다.
분위기, 맛, 양, 접객 모두 대만족입니다.
기념일 마다 오는데 항상 잘 챙겨주시고
어딜가더라도 이렇게 만족도가 높은 식당은 잘 없는거같네요
다음에 또 뵙겠습니다!"
5.0,인생은술,제 입맛에는 같은 가격대 스시야 중에서 가장 임팩트 있고 맛있었구 코우지 쉐프님 유튜버 답게 입담도 접객도 좋으셔서 정말 만족스럽게 식사했어요 다음에 또 가고 싶습니다!
4.0,우수한 식도락가_67117,so so🙂
5.0,꼬마쉪,"정말 맛있고 좋은 경험이었습니다
저의 인생 첫 오마카세였는데 정말 좋았어요:)
오늘 서비스진행해주신 정용관 셰프님이랑 주방 스탭분들
너무 감사드립니다
좋은 요리 많이 해주세요!"
4.5,마싯는고만먹오,"음식 맛이야 워낙 요즘 다 잘하니까요
근데 응대나 서비스 마인드는 한끗차이라고 생각하는데 부담스럽지 않게 기분좋을 정도로 해주셔서 감동이었습니다^^
시간 될 때 또 방문하겠습니다!
추천💕"
2.7,발레스티아,간이 너무 짯어요.. 스시 밥도 대체적으로 차갑고 우동의 면은 퍼졋구 오늘 전체적으로 별로엿어요
5.0,eoirm,해산물 잘 못먹는데 비린거 하나도 없었고 너무너무 맛있게 먹었어요! 설명도 잘 해주시고 좋습니다 배도 완전 불러요~~~
5.0,위대한강로이,"스시도 신선하고
직원분들도 친절하고
프라이빗룸 닷지 카운터 이용햇는데 좋았어요!
강추"
5.0,엘리비,"보실지 모르겠지만, 정용관셰프님 감사했습니다
후배 승진 기념 즐거운 식사였습니다"
5.0,리치♡,"너무너무 맛있었어요ㅎㅎ 여유만 되면 무조건 갑니다!
정용관 부장님 잘 챙겨주시고 정말 꼼꼼하세요"
5.0,마스터마인드,너무 맛있었다 코우지 쉐프님도 친절했드 다음에 또 갈맘 100프로임
5.0,위트있는 식도락가_21634,이 정도 가격에 이만한 퀄리티와 양을 뽑아내셨다는 게 경이로울 따름입니다.
5.0,xredmoon,접객이나 음식이나 모두 빠질것 없이 훌륭 했던 레스토랑입니다
5.0,아아앗,"매월 가고 싶은데 여의치 않네요
정말 최고!!!"
5.0,tylershin,"최고입니다. 접객, 맛, 인테리어, 사케 패어링 등 부족한게 없었습니다."
5.0,이준목,친절하고 코스도 좋습니다
5.0,비거리비스트,코우지 쉐프님 덕에 즐거운 식사였습니다
5.0,아름다운 마스터_27774,예약이 잘 안되서 그렇지 예약만 된다면 무조건 가야할 집
5.0,건강한 맛사냥꾼_52880,접객부터 스시까지 너무맛있네요
4.5,bigbadwolf,"맛 분위기 친절도 모두 별 다섯개 줘도 모자랄 정도로
훌륭했습니다.
특히, 정용관 쉐프님은 이찌방, 사이코우(최고)!!!"
4.7,Tnstjr1204,기대안하고갔다가 큰코다쳤습니다 감사히 잘먹었습니다!!
5.0,생구기,2주만의 재방문인데 샤리의 조정으로 더 맛있어진 ㅎㅎ
5.0,배털,너무맛잇고 쉐프님 명성 다워요
5.0,강대한,좋았습니다 재방문의사 있습니당
5.0,주니바니,맛있게 잘 먹었습니다:) 감사합니다!
5.0,hadaeng04,코우지쉐프님. 너무 유쾌하세요ㅋㅋ
5.0,근두으은,엄마랑 너무 잘먹었어요 이날 ㅎㅎ
5.0,위트있는 개척가726,항상 믿고 방문하는 곳 입니다
5.0,jackoh1,스시코우지 인생 오마카세
5.0,OuiJun,맛있게 잘 먹었어요 ^^
5.0,나부랭이,말해 뭐해
5.0,페더러,"걍 미쳤음 개애애애애애지림
가지마 내가 갈거야 절대가지마
나만 갈꺼양야야야응아ㅏㅇ아아ㅏㅇ아으아"
5.0,생구기,量が多すぎる　笑笑
5.0,euclides,분위기 최고
5.0,후니노니,최고😍
5.0,맛집가곱,최고
3.0,로엔그린,"거의 맛이 좋았지만 처음나오는 달걀찜은 개선이 시급합니다
소태느낌이고요
칵테일 중에 유자사와 시원하고 맛있었어요
일본 문화인지는 모르겠으나
땡볕에 기다리게 하다가 식사 5분전에 들여보내는건 시간 약속 지킨 사람한테 큰 실례인 것 같네요
오히려 그냥 늦은 사람들이 더 편하게 보였어요
스시류는 전보다 맛있게 먹었는데요
요리류는 전보다 맛이 덜하네요
워낙 예약이 어려운 식당이니 손님들이 다 감내할거라고 생각하신다면 빨리 고치셨음 싶네요
셰프님은 감사하고 친절하셨습니다"
4.5,대학동,청어의 맛은 잊지 못해요.
4.2,meet,좋습니다
4.0,난 바름이,스시의 좋은 맛과 식감 그리고 마스터의 재미있는 입담이 어우러진 즐거운 식사 시간이었습니다.
5.0,벌크헐크,"하이엔드 스시집 중에서는 최고의 퀄리티를 자랑 하시고 자부심과 손님들에게 대하는 서비스가 너무 좋았어요!
매달 가고 싶을정도로 최고였어요 다른분들도 고민하지 마시고 얼른 예약해서 가보세요^^"
3.7,제니시스,맛있게 먹었습니다
4.0,센치원,괜찮았습니다
3.8,실론티밀크티,이날이 마지막 방문이 될것 같다... 뭔가 하이엔드라고 하기엔 부족하다는게 내 생각 특히 우니는 아무리 런치라고 하지만 부족한게 사실이다... 차라리 우니는 먹어보고 맛이없으면 안 내줬으면 좋겠다. 그리고 아나고 부셔서 만든 오므라이스는 앞에서 먹은 음식들을 잊게하고 배만부르게 한다 ㅠ
2.7,스시좋아요오,"정용관 셰프님의 니기리는 너무 좋았다
하지만 12월에만 2만원을 올리고
그렇다고 15만원의 원물도 아니다
코스트 관리를 너무 하는 느낌
또한 전문 서버가 없는 하이앤드는 처음와봤다
이날만 없었을수도 있지만 아쉬웠다
정용관 셰프님의 니기리 실력, 편안한 접객, 후한 앵콜은 너무 좋았지만 가격정책은 너무 별로다"
5.0,창욱아부탁해,이전하고 처음 방문이었는데 역시는 역시!! 여러 하이엔드 스시집이 많지만 저에겐 이곳이 원픽!!
1.3,친절한민석씨,어수선한 분위기. 서버 직원이 계속해서 돌아가면서 일을 합니다. 여성 셰프님의 정열적인 모습이 자칫 자만과 선을 넘는듯한 언행으로 비춰보이며 오마카세니 재료 선택은 가게와 셰프님께 맡겼지만 재방문은 힘들거 같습니다. 총 여섯분을 케어하시는데 많이 버거워 보이셨고 스시보다 김에 대충 재료 올려주시는게 너무 잦으신데.. 재료만 있으면 일반인들도 쉽게 다 만듭니다... 스시 모양과 밥알이 흐트러지는 모습.. 다소 아쉬웠네요. 그리고 마지막으로 서둘러 보내시고 마무리 하고싶으셨는지 아무 요청도 하지 않았는데 옷장에서 옷 꺼내드리라고 서빙 직원분에게 오더를 주시더라고요. 어차피 다 먹었으니 갈 심산이었지만 손님 응대나 화법 기타 예의를 어른에게 기초부터 다시 조언 받으시면 좋을거 같습니다. 단시간에 모래성을 쌓으며 빠른 사업 확장 하시는 것 보다는 내실부터 탄탄히 다지시면 좋겠습니다.
3.0,슬피아,코우지상 명성에 비해 맛이 애매했고.. 바로 눈앞에서 키친 왔다갔다하는 어수선한 분위기가 아쉬웠어요. 이 정도 오마카세는 미들급 스시야에서도 경험할 수 있잖아요? 그래도 코우지상의 영업력이 좋았어요.
5.0,민다밤,말이 필요없는 코우지. 코우지 셰프님의 깊이 있는구성. 샤리의 산미가 다른곳들보다 강한 편입니다.
5.0,LOSSMAN,"류락현 셰프님이 너무 친절하고 유쾌하셨어요!!!!
맛있고 배부르고 행복합니다~!"
5.0,유완설,"첫 오마카세를 멋지고 맛있게 만들어주셨습니다.

다음에도 다시한번 뵙고싶네요."
5.0,다이어트선생님,확실히 맛도 있고 개인마다 충분히 만족할 정도의 양으로 맞춰 주는게 너무 좋은 듯 하다. 확실히 맛있고 배 부르게 잘 먹고 나오면 그 만큼 기분 좋은게 없음.
5.0,먹으러돈범,"말해뭐해 스시코우지인데 🥰
비싸지만 돈 값 하고 접객은 정말 훌륭하십니다"
5.0,hwic,"최고의 생일을 보내게 해주셔서 감사합니다
모든게 완벽한곳"
5.0,얄난,"매 피스마다 너무 맛있어서 감동했어요! 저번엔 코우지셰프님한테, 이번엔 류락현 셰프님한테 갔는데 두 번 다 너무 좋았어요!"
5.0,봉산탈춤,넘맛있었어요
5.0,생구기,"온도감을
중시하는 셰프님의 코다와리"
5.0,생구기,芸能人のように見えるけど職人です。
4.5,함언니,"셰프님도 유쾌하시고 무엇보다 맛있었어요
결혼기념일 식사였는데, 다음에 또 오겠습니다 :)"
5.0,사내아이,아주굿
5.0,클로이제이든써니,최곱니다.
4.0,재능있는 셀럽_5860,"코스중 참돔 아카미 잿방어 등은 최고의 숙성된 맛을 과시했으나, 뒷단으로 등푸른 생선등이 몰리면서 단백함에도 불구하고 무겁다는 느낌을 피하기 힘들었음."
5.0,wokky,혼자 갔는데도 세심하게 신경써주셔서 감사합니다.
5.0,클루클루,
4.3,솔직한 개척가_45105,맛있습니다!
5.0,eoirm,제가 비린내나는 음식을 잘 못먹어서 조금 걱정했는데 입맛이 예민함에도 불구하고 모든 음식이 하나도 안 비렸어요! 이전해서 정신없을텐데 너무 맛있었고 새로운 디쉬도 추가되어서 다채롭고 좋았어요! 런치 이용했는데 저녁까지 배가 계속 불러서 너무너무 만족스러운 식사였습니다!~
1.0,으그갱,"✖️✖️✖️이슬기 쉐프는 비추입니다. ✖️✖️✖️고객 응대 수준이 참담합니다. 중간중간 반말을 섞어 쓰시거나 요청사항에 대한 불편한 기색을 감출 줄 모름. 웃자고 한 얘기가 고객의 심기를 건드리는 선 넘는 얘기들.. 가만히 있으면 반이라도 가는데, 프로페셔널한 셰프로써의 자질은 부족해 보이네요. 서비스 뿐만 아니라, 맛도.. 이 가격에 이런 스시를 먹고 왔다니 맘 같아선 환불받고 싶습니다. 디저트 아이스크림만 제 가격하네요. 잘 먹었습니다 아이스크림은"
2.8,주로먹는사람,서비스.... 정말 실망했어요 여러모로
5.0,ajkei,"네타 츠마미 및 하드웨어 모두 업그레이드 되었습니다.

정부장님 오늘도 감사합니다!!"
5.0,지혜로운 맛사냥꾼_19121,"부모님 생신이라 모시고간 코우지
접대 양 맛 모든면에서 만족"
5.0,인생은술,맛도 진짜 맛있고 양도 대박... 쉐프님 접객도 재미있었어요!
5.0,깜찍한 식도락가_72972,
5.0,단밈,쉐프님 정말 친절하셨고 맛도 있었어요 또 가고싶네요
3.0,세배,구석에 있는 작은 닷지에에서 먹는 바람에 분위기는 보통이었어요. 스시 맛 차이를 크게 몰라서 비싸다는 느낌이 들었어요. 유명한 곳애서 먹었다는 가오잡을때 방문하세요 기분은 좋았어요
5.0,기수케이,
5.0,이잼,샤리 간이 딱맞았는데 다른사람은 좀 쎄다할수있을꺼같네요 하지만 스시 크기가 입가득 채울정도로 크고 맛도 좋았습니다 오늘 참치도 엄청나와서 행복했습니다 맛있게 배부르게 잘먹고갑니다
4.5,자몽에이드1,음 깔끔하고 무난했어요
5.0,gyugyus,너무 맛있게 잘 먹었습니다!! 잘챙겨주셔서 감사합니다🙏🏻
5.0,룰루루,"왜 코우지 코우지 하는지 단번에 이해한 ㅎㅎ
리뷰가 늦었는데 크리스마스에 엄청난 전화 예약 전쟁 끝에 코우지 쉐프님께 디너 먹고왔어요
크리스마스라서 인당30만원이라 조금 망설였지만 가격도 예약전쟁도 worth it 했습니다.
너무 맛있고 버릴 구성이 하나도 없었어요. 접객도 유머러스하시고👍🏻
다음에 런치로도 먹으러 가보고싶어요"
